lempos,lemma,PoS_CLAN,n,PoS_type
pity@n,pity,n,6,lexical
pixie@n,pixie,n,4,lexical
pizza@n,pizza,n,10,lexical
pizzened@wplay,pizzened,wplay,1,non-lexical
place@n,place,n,151,lexical
place@part,place,part,11,lexical
place@v,place,v,28,lexical
plaice@n,plaice,n,4,lexical
plain@adj,plain,adj,8,lexical
plain@adv,plain,adv,2,lexical
plain@n,plain,n,15,lexical
plait@n,plait,n,3,lexical
plait@v,plait,v,1,lexical
plan@adj,plan,adj,1,lexical
plan@n,plan,n,43,lexical
plan@part,plan,part,10,lexical
plan@v,plan,v,4,lexical
plane@n,plane,n,3,lexical
planet@n,planet,n,6,lexical
planet_buster@n:prop,planet_buster,n:prop,1,non-lexical
plank@n,plank,n,6,lexical
plankton@n,plankton,n,1,lexical
plant@n,plant,n,29,lexical
plant@part,plant,part,3,lexical
plant@v,plant,v,4,lexical
plaque@n,plaque,n,1,lexical
plaster@n,plaster,n,34,lexical
plaster@part,plaster,part,3,lexical
plastic@adj,plastic,adj,13,lexical
plastic@n,plastic,n,8,lexical
plasticine@n,plasticine,n,3,lexical
plate@adj,plate,adj,3,lexical
plate@n,plate,n,32,lexical
platform@n,platform,n,6,lexical
platter@n,platter,n,1,lexical
plaudits@n,plaudits,n,1,lexical
play@n,play,n,118,lexical
play@n:gerund,play,n:gerund,2,lexical
play@part,play,part,59,lexical
play@v,play,v,103,lexical
plead@adv,plead,adv,1,non-lexical
plead@n:gerund,plead,n:gerund,2,lexical
plead@part,plead,part,9,lexical
pleasant@adj,pleasant,adj,10,lexical
pleasant@adv,pleasant,adv,1,lexical
please@co,please,co,83,non-lexical
please@n,please,n,3,lexical
please@part,please,part,50,lexical
please@v,please,v,81,lexical
pleasssssssse@wplay,pleasssssssse,wplay,1,non-lexical
pleasure@n,pleasure,n,16,lexical
pledge@n,pledge,n,1,lexical
pleeeaase@wplay,pleeeaase,wplay,1,non-lexical
pleeeeease@wplay,pleeeeease,wplay,1,non-lexical
plenty@adv,plenty,adv,19,lexical
plenty@n,plenty,n,4,lexical
plenty@qn,plenty,qn,1,non-lexical
plié@n,plié,n,1,lexical
plight@n,plight,n,1,lexical
plimpton@n:prop,plimpton,n:prop,1,non-lexical
plod@v,plod,v,7,lexical
plom@wplay,plom,wplay,1,non-lexical
plonk@v,plonk,v,3,lexical
plop@adj,plop,adj,9,lexical
plop@n,plop,n,2,lexical
plop@n:prop,plop,n:prop,257,non-lexical
plop@v,plop,v,5,lexical
plot@n,plot,n,15,lexical
plot@part,plot,part,4,lexical
plough@n,plough,n,5,lexical
plough@part,plough,part,2,lexical
plough@v,plough,v,1,lexical
ploy@n,ploy,n,1,lexical
pluck@adj,pluck,adj,1,lexical
pluck@part,pluck,part,3,lexical
pluck@v,pluck,v,4,lexical
plug@n,plug,n,9,lexical
plug@part,plug,part,1,lexical
plug@v,plug,v,2,lexical
plum@n,plum,n,8,lexical
plumchester@adj,plumchester,adj,2,lexical
plumchester@n:prop,plumchester,n:prop,4,non-lexical
plummet@part,plummet,part,1,lexical
plump@adj,plump,adj,2,lexical
plump@v,plump,v,2,lexical
plumridge@n:prop,plumridge,n:prop,2,non-lexical
plunge@v,plunge,v,2,lexical
plurppppppppppp@co,plurppppppppppp,co,1,non-lexical
plus@adv,plus,adv,2,non-lexical
plus@n,plus,n,1,lexical
plus@prep,plus,prep,4,non-lexical
plutocrat@adj,plutocrat,adj,1,lexical
pm@n,pm,n,6,lexical
pock@n,pock,n,1,lexical
pock@v,pock,v,1,lexical
pocket@adj,pocket,adj,1,lexical
pocket@n,pocket,n,66,lexical
pocket@part,pocket,part,1,lexical
pocket@v,pocket,v,1,lexical
pod@n,pod,n,2,lexical
poem@n,poem,n,14,lexical
poetic@adj,poetic,adj,1,lexical
pog@n,pog,n,1,lexical
pogonophobia@n,pogonophobia,n,1,lexical
pogswizzler@n:prop,pogswizzler,n:prop,1,non-lexical
point@adj,point,adj,9,lexical
point@n,point,n,35,lexical
point@part,point,part,35,lexical
point@v,point,v,29,lexical
poise@n,poise,n,1,lexical
poison@part,poison,part,2,lexical
poison@v,poison,v,2,lexical
poisonous@adj,poisonous,adj,8,lexical
poke@adj,poke,adj,3,lexical
poke@n,poke,n,1,lexical
poke@n:gerund,poke,n:gerund,4,lexical
poke@part,poke,part,7,lexical
poke@v,poke,v,30,lexical
poker@n,poker,n,1,lexical
pole@adj,pole,adj,3,lexical
pole@n,pole,n,23,lexical
police@n,police,n,23,lexical
polish@n,polish,n,9,lexical
polish@part,polish,part,9,lexical
polish@v,polish,v,3,lexical
polite@adj,polite,adj,20,lexical
polite@adv,polite,adv,15,lexical
polka@n,polka,n,5,lexical
polka_dot@adj,polka_dot,adj,2,non-lexical
polly@adj,polly,adj,9,lexical
polly@n:prop,polly,n:prop,19,non-lexical
polly_flinders@n:prop,polly_flinders,n:prop,1,non-lexical
pollywogging@wplay,pollywogging,wplay,1,non-lexical
poltergeist@n,poltergeist,n,5,lexical
poly@wplay,poly,wplay,1,non-lexical
pompom@n,pompom,n,2,lexical
pond@n,pond,n,49,lexical
ponder@part,ponder,part,3,lexical
ponder@v,ponder,v,5,lexical
pong@n,pong,n,1,lexical
pong@v,pong,v,8,lexical
ponking@wplay,ponking,wplay,1,non-lexical
pony@n,pony,n,15,lexical
poo@n,poo,n,39,lexical
poo@part,poo,part,1,lexical
poo@v,poo,v,2,lexical
pooch@n,pooch,n,1,lexical
poodle@n,poodle,n,4,lexical
poof@v,poof,v,2,lexical
pooh@co,pooh,co,1,non-lexical
pooh_stick@n:prop,pooh_stick,n:prop,2,non-lexical
pool@n,pool,n,56,lexical
pool@v,pool,v,2,lexical
poolside@adj,poolside,adj,2,lexical
pooooooo@wplay,pooooooo,wplay,2,non-lexical
poooooooo@wplay,poooooooo,wplay,1,non-lexical
poop@n,poop,n,1,lexical
poopsicle@wplay,poopsicle,wplay,3,non-lexical
poor@adj,poor,adj,96,lexical
poor@adv,poor,adv,6,lexical
pop@n,pop,n,31,lexical
pop@n:gerund,pop,n:gerund,1,lexical
pop@part,pop,part,3,lexical
pop@v,pop,v,31,lexical
poppy@adj,poppy,adj,2,lexical
poppy@n,poppy,n,3,lexical
poppy@n:prop,poppy,n:prop,49,non-lexical
poppyseed@n,poppyseed,n,1,lexical
popular@adj,popular,adj,2,lexical
porcelain@n,porcelain,n,1,lexical
porch@n,porch,n,7,lexical
porcupine@n,porcupine,n,1,lexical
pork@n,pork,n,6,lexical
porridge@n,porridge,n,25,lexical
port@n,port,n,1,lexical
porteedo@wplay,porteedo,wplay,1,non-lexical
porter@n,porter,n,11,lexical
portrait@n,portrait,n,4,lexical
pose@v,pose,v,1,lexical
posh@adj,posh,adj,5,lexical
position@n,position,n,12,lexical
positive@adj,positive,adj,1,lexical
positive@adv,positive,adv,2,lexical
positive@n,positive,n,1,lexical
possess@v,possess,v,1,lexical
possession@n,possession,n,2,lexical
possible@adj,possible,adj,24,lexical
possible@adv,possible,adv,23,lexical
post@adj,post,adj,3,lexical
post@n,post,n,46,lexical
post@prep,post,prep,1,non-lexical
post@v,post,v,2,lexical
postage@n,postage,n,1,lexical
poster@n,poster,n,6,lexical
posterior@adj,posterior,adj,1,lexical
posy@n,posy,n,1,lexical
pot@adj,pot,adj,1,lexical
pot@n,pot,n,30,lexical
pot@n:gerund,pot,n:gerund,1,lexical
pot@part,pot,part,1,lexical
pot@v,pot,v,3,lexical
potato@n,potato,n,18,lexical
potion@n,potion,n,3,lexical
pouch@n,pouch,n,4,lexical
poultice@n,poultice,n,1,lexical
pounce@part,pounce,part,1,lexical
pounce@v,pounce,v,7,lexical
pound@n,pound,n,40,lexical
pound@part,pound,part,6,lexical
pound@v,pound,v,8,lexical
pour@n,pour,n,1,lexical
pour@part,pour,part,14,lexical
pour@v,pour,v,34,lexical
pout@n,pout,n,1,lexical
pow@on,pow,on,2,non-lexical
powder@adj,powder,adj,1,lexical
powder@n,powder,n,30,lexical
powder@part,powder,part,1,lexical
power@adj,power,adj,4,lexical
power@n,power,n,10,lexical
power@v,power,v,1,lexical
pox@n,pox,n,1,lexical
practical@adj,practical,adj,1,lexical
practical@adv,practical,adv,2,lexical
practice@n,practice,n,12,lexical
practise@part,practise,part,11,lexical
practise@v,practise,v,26,lexical
praise@n,praise,n,2,lexical
praise@v,praise,v,1,lexical
pram@n,pram,n,3,lexical
prance@part,prance,part,4,lexical
prance@v,prance,v,6,lexical
prawn@n,prawn,n,1,lexical
pray@part,pray,part,4,lexical
pray@v,pray,v,8,lexical
prayer@n,prayer,n,3,lexical
pre@adj,pre,adj,1,lexical
precarious@adv,precarious,adv,2,lexical
precious@adj,precious,adj,16,lexical
precise@adv,precise,adv,1,lexical
predict@adj,predict,adj,1,lexical
preen@v,preen,v,2,lexical
preface@n,preface,n,1,lexical
prefer@adv,prefer,adv,1,non-lexical
prefer@part,prefer,part,2,lexical
prefer@v,prefer,v,7,lexical
pregnant@adj,pregnant,adj,2,lexical
prepare@n:gerund,prepare,n:gerund,1,lexical
prepare@part,prepare,part,5,lexical
prepare@v,prepare,v,7,lexical
prescribe@v,prescribe,v,1,lexical
prescription@n,prescription,n,10,lexical
presence@n,presence,n,2,lexical
present@adj,present,adj,3,lexical
present@adv,present,adv,16,lexical
present@n,present,n,41,lexical
present@n:gerund,present,n:gerund,1,lexical
present@part,present,part,1,lexical
present@v,present,v,3,lexical
preservatives@n,preservatives,n,1,lexical
president@n,president,n,5,lexical
press@n,press,n,4,lexical
press@part,press,part,2,lexical
press@v,press,v,12,lexical
prestigious@adj,prestigious,adj,1,lexical
presume@v,presume,v,1,lexical
pretend@adj,pretend,adj,9,lexical
pretend@n:gerund,pretend,n:gerund,1,lexical
pretend@part,pretend,part,12,lexical
pretend@v,pretend,v,22,lexical
pretty@adj,pretty,adj,24,lexical
pretty@adv,pretty,adv,32,lexical
prevent@v,prevent,v,2,lexical
prevention@n,prevention,n,1,lexical
previous@adj,previous,adj,2,lexical
previous@adv,previous,adv,2,lexical
prey@n,prey,n,2,lexical
price@adj,price,adj,2,lexical
price@n,price,n,2,lexical
price@v,price,v,1,lexical
prick@n,prick,n,1,lexical
prick@part,prick,part,1,lexical
prick@v,prick,v,3,lexical
prickle@adj,prickle,adj,8,lexical
prickle@n,prickle,n,6,lexical
prickle@v,prickle,v,3,lexical
pride@n,pride,n,3,lexical
pride@part,pride,part,1,lexical
pride@v,pride,v,1,lexical
priest@n,priest,n,1,lexical
prim@adv,prim,adv,1,lexical
prima@n:prop,prima,n:prop,4,non-lexical
prime@adj,prime,adj,5,lexical
prime@part,prime,part,1,lexical
primrose@n,primrose,n,1,lexical
prince@adj,prince,adj,3,lexical
prince@n,prince,n,31,lexical
princess@n,princess,n,44,lexical
principle@n,principle,n,1,lexical
print@n,print,n,6,lexical
print@part,print,part,2,lexical
print@v,print,v,4,lexical
prior@adj,prior,adj,1,lexical
prison@n,prison,n,20,lexical
prisoner@n,prisoner,n,7,lexical
prissy@adj,prissy,adj,12,lexical
private@adj,private,adj,2,lexical
private@n,private,n,1,lexical
privilege@n,privilege,n,2,lexical
prize@n,prize,n,17,lexical
prize@part,prize,part,2,lexical
prizzin@wplay,prizzin,wplay,2,non-lexical
probable@adv,probable,adv,49,lexical
problem@n,problem,n,36,lexical
proceed@part,proceed,part,1,lexical
proceed@v,proceed,v,2,lexical
procession@n,procession,n,1,lexical
proclaim@part,proclaim,part,2,lexical
proclaim@v,proclaim,v,2,lexical
prod@part,prod,part,2,lexical
prod@v,prod,v,1,lexical
prodigious@adj,prodigious,adj,1,lexical
produce@n:gerund,produce,n:gerund,1,lexical
produce@part,produce,part,2,lexical
produce@v,produce,v,2,lexical
production@n,production,n,2,lexical
professor@n,professor,n,3,lexical
program@n,program,n,8,lexical
program@v,program,v,1,lexical
progress@n,progress,n,2,lexical
project@n,project,n,2,lexical
promise@n,promise,n,10,lexical
promise@part,promise,part,6,lexical
promise@v,promise,v,20,lexical
promote@n,promote,n,1,lexical
prompt@adv,prompt,adv,1,lexical
prone@adv,prone,adv,1,lexical
proof@n,proof,n,4,lexical
prop@n,prop,n,3,lexical
prop@v,prop,v,2,lexical
propel@part,propel,part,1,lexical
proper@adj,proper,adj,19,lexical
proper@adv,proper,adv,14,lexical
propose@v,propose,v,1,lexical
propsposterous@wplay,propsposterous,wplay,1,non-lexical
prose@n,prose,n,1,lexical
prospect@n,prospect,n,3,lexical
protect@part,protect,part,1,lexical
protect@v,protect,v,8,lexical
protection@n,protection,n,1,lexical
protective@adj,protective,adj,2,lexical
protest@n,protest,n,1,lexical
protest@part,protest,part,2,lexical
protest@v,protest,v,4,lexical
proud@adj,proud,adj,27,lexical
proud@adv,proud,adv,24,lexical
prove@part,prove,part,2,lexical
prove@v,prove,v,17,lexical
provide@part,provide,part,1,lexical
prowl@part,prowl,part,2,lexical
prowl@v,prowl,v,1,lexical
prune@n,prune,n,2,lexical
prunty@wplay,prunty,wplay,1,non-lexical
ps@n:let,ps,n:let,1,non-lexical
ps@n:prop,ps,n:prop,1,non-lexical
pssst@co,pssst,co,1,non-lexical
ptarmigan@n,ptarmigan,n,1,lexical
pto@n:prop,pto,n:prop,2,non-lexical
pub@n,pub,n,2,lexical
public@adj,public,adj,1,lexical
public@n,public,n,2,lexical
publish@n:gerund,publish,n:gerund,1,lexical
publish@part,publish,part,2,lexical
publish@v,publish,v,1,lexical
pucker@part,pucker,part,1,lexical
pucker@v,pucker,v,4,lexical
pudding@n,pudding,n,7,lexical
puddle@n,puddle,n,19,lexical
puddle@v,puddle,v,3,lexical
puddlenuts@wplay,puddlenuts,wplay,1,non-lexical
puede@unk,puede,unk,1,non-lexical
puf@adj,puf,adj,1,lexical
puf@n:prop,puf,n:prop,7,non-lexical
puff@adj,puff,adj,5,lexical
puff@n,puff,n,8,lexical
puff@n:gerund,puff,n:gerund,1,lexical
puff@part,puff,part,8,lexical
puff@v,puff,v,10,lexical
puffin@adj,puffin,adj,7,lexical
puffin@n,puffin,n,44,lexical
puffnut@wplay,puffnut,wplay,1,non-lexical
pug@n,pug,n,1,lexical
puke@n,puke,n,1,lexical
pull@part,pull,part,30,lexical
pull@v,pull,v,99,lexical
pulley@n,pulley,n,2,lexical
pullover@n,pullover,n,1,lexical
pulse@n,pulse,n,2,lexical
pulse@n:gerund,pulse,n:gerund,1,lexical
pulse@part,pulse,part,2,lexical
puma@n,puma,n,1,lexical
pump@n,pump,n,2,lexical
pump@n:gerund,pump,n:gerund,1,lexical
pump@part,pump,part,1,lexical
pumpkin@adj,pumpkin,adj,2,lexical
pumpkin@n,pumpkin,n,34,lexical
punch@n,punch,n,3,lexical
punch@part,punch,part,1,lexical
punch@v,punch,v,2,lexical
punctual@adj,punctual,adj,1,lexical
punctuate@n,punctuate,n,1,lexical
punctuate@v,punctuate,v,1,lexical
puncture@n,puncture,n,1,lexical
punish@n,punish,n,5,lexical
punish@part,punish,part,4,lexical
punish@v,punish,v,2,lexical
puny@adj,puny,adj,3,lexical
pupil@n,pupil,n,6,lexical
puppet@n,puppet,n,2,lexical
puppy@adj,puppy,adj,1,lexical
puppy@n,puppy,n,25,lexical
pure@adj,pure,adj,1,lexical
purple@adj,purple,adj,28,lexical
purple@n,purple,n,20,lexical
purple_hand@n:prop,purple_hand,n:prop,3,non-lexical
purpose@n,purpose,n,3,lexical
purpuss@n:prop,purpuss,n:prop,6,non-lexical
purr@part,purr,part,2,lexical
purr@v,purr,v,5,lexical
purse@n,purse,n,1,lexical
pursue@part,pursue,part,1,lexical
pursuit@n,pursuit,n,1,lexical
push@n,push,n,9,lexical
push@part,push,part,17,lexical
push@v,push,v,57,lexical
puss@n,puss,n,16,lexical
pussy@n,pussy,n,6,lexical
put@n,put,n,11,lexical
put@n:gerund,put,n:gerund,1,lexical
put@part,put,part,96,lexical
put@v,put,v,329,lexical
putrid@adj,putrid,adj,1,lexical
puzzle@n,puzzle,n,17,lexical
puzzle@part,puzzle,part,5,lexical
puzzle@v,puzzle,v,15,lexical
pygmy@adj,pygmy,adj,1,lexical
pyjamas@n:pt,pyjamas,n:pt,11,lexical
pyramid@n,pyramid,n,2,lexical
python@n,python,n,1,lexical
quaaaaaccckk@co,quaaaaaccckk,co,1,non-lexical
quack@adj,quack,adj,1,lexical
quack@n,quack,n,3,lexical
quack@part,quack,part,6,lexical
quack@v,quack,v,3,lexical
quake@n,quake,n,4,lexical
quake@part,quake,part,1,lexical
quality@n,quality,n,2,lexical
quantity@n,quantity,n,2,lexical
quarrel@n,quarrel,n,1,lexical
quarrel@part,quarrel,part,1,lexical
quarrel@v,quarrel,v,1,lexical
quart@n,quart,n,2,lexical
quarter@n,quarter,n,7,lexical
quaver@v,quaver,v,1,lexical
queen@adj,queen,adj,13,lexical
queen@n,queen,n,204,lexical
queer@adj,queer,adj,5,lexical
query@n,query,n,1,lexical
query@part,query,part,1,lexical
question@n,question,n,26,lexical
question@v,question,v,5,lexical
queue@n,queue,n,1,lexical
queue@part,queue,part,2,lexical
queue@v,queue,v,3,lexical
quick@adj,quick,adj,32,lexical
quick@adv,quick,adv,128,lexical
quiet@adj,quiet,adj,48,lexical
quiet@adv,quiet,adv,38,lexical
quiet@n,quiet,n,21,lexical
quiet@v,quiet,v,2,lexical
quieten@v,quieten,v,1,lexical
quit@v,quit,v,3,lexical
quite@adv,quite,adv,227,non-lexical
quiver@n,quiver,n,2,lexical
quiver@n:gerund,quiver,n:gerund,1,lexical
quiver@part,quiver,part,8,lexical
quiver@v,quiver,v,4,lexical
quiz@n,quiz,n,6,lexical
quiz@v,quiz,v,1,lexical
quog@wplay,quog,wplay,2,non-lexical
quogwinkles@wplay,quogwinkles,wplay,1,non-lexical
quote@n,quote,n,2,lexical
r@n:let,r,n:let,8,non-lexical
raaaaa@co,raaaaa,co,1,non-lexical
raaargh@co,raaargh,co,1,non-lexical
raargh@co,raargh,co,1,non-lexical
rabbit@adj,rabbit,adj,11,lexical
rabbit@n,rabbit,n,275,lexical
rabbitfish@n,rabbitfish,n,2,lexical
rabid@adj,rabid,adj,24,lexical
raccoon@n,raccoon,n,15,lexical
race@n,race,n,61,lexical
race@n:gerund,race,n:gerund,3,lexical
race@part,race,part,12,lexical
race@v,race,v,22,lexical
racecourse@n,racecourse,n,1,lexical
rachel@adj,rachel,adj,1,lexical
rachel@n:prop,rachel,n:prop,8,non-lexical
rack@n,rack,n,7,lexical
rack@part,rack,part,1,lexical
racket@n,racket,n,4,lexical
radar@n,radar,n,1,lexical
radiator@n,radiator,n,2,lexical
radio@n,radio,n,19,lexical
raffle@n,raffle,n,1,lexical
raft@n,raft,n,2,lexical
rag@n,rag,n,1,lexical
rag@part,rag,part,4,lexical
rag@v,rag,v,3,lexical
rage@n,rage,n,6,lexical
rage@part,rage,part,4,lexical
raid@part,raid,part,2,lexical
rail@n,rail,n,13,lexical
railing@n,railing,n,8,lexical
rain@adj,rain,adj,3,lexical
rain@n,rain,n,53,lexical
rain@part,rain,part,6,lexical
rain@v,rain,v,5,lexical
raindrop@n,raindrop,n,4,lexical
rainstorm@n,rainstorm,n,1,lexical
raise@part,raise,part,7,lexical
raise@v,raise,v,21,lexical
raisin@n,raisin,n,6,lexical
rake@n,rake,n,3,lexical
rake@n:gerund,rake,n:gerund,1,lexical
rake@part,rake,part,3,lexical
ralph@adj,ralph,adj,8,lexical
ralph@n:prop,ralph,n:prop,135,non-lexical
ram@v,ram,v,1,lexical
ramble@v,ramble,v,1,lexical
ramp@n,ramp,n,2,lexical
rampage@part,rampage,part,1,lexical
rance@adj,rance,adj,1,lexical
randal@n:prop,randal,n:prop,1,non-lexical
random@n,random,n,1,lexical
range@n,range,n,3,lexical
rap@n,rap,n,9,lexical
rap@v,rap,v,3,lexical
rapid@adv,rapid,adv,2,lexical
rare@adj,rare,adj,8,lexical
rare@adv,rare,adv,1,lexical
raring@adj,raring,adj,1,lexical
rascal@n,rascal,n,1,lexical
rash@adj,rash,adj,1,lexical
rasher@n,rasher,n,2,lexical
rasp@part,rasp,part,2,lexical
rasp@v,rasp,v,1,lexical
raspberry@adj,raspberry,adj,1,lexical
raspberry@n,raspberry,n,3,lexical
rat@n,rat,n,75,lexical
rate@n,rate,n,5,lexical
rather@adv,rather,adv,104,non-lexical
ratio@n,ratio,n,2,lexical
rattle@n,rattle,n,7,lexical
rattle@n:gerund,rattle,n:gerund,1,lexical
rattle@part,rattle,part,5,lexical
rattle@v,rattle,v,9,lexical
rave@v,rave,v,1,lexical
ravel@part,ravel,part,1,lexical
ravel@v,ravel,v,1,lexical
raven@n,raven,n,7,lexical
ravenous@adj,ravenous,adj,1,lexical
ravioli@n,ravioli,n,1,lexical
raw@adj,raw,adj,3,lexical
ray@n,ray,n,3,lexical
razztwizzler@n:prop,razztwizzler,n:prop,1,non-lexical
reach@n,reach,n,12,lexical
reach@part,reach,part,20,lexical
reach@v,reach,v,90,lexical
reaction@n,reaction,n,1,lexical
read@n,read,n,10,lexical
read@n:gerund,read,n:gerund,3,lexical
read@part,read,part,39,lexical
read@v,read,v,111,lexical
ready@adj,ready,adj,79,lexical
ready@n,ready,n,3,lexical
ready@v,ready,v,2,lexical
real@adj,real,adj,62,lexical
real@adv,real,adv,313,lexical
real@n,real,n,1,lexical
realistic@adv,realistic,adv,1,lexical
realize@part,realize,part,3,lexical
realize@v,realize,v,22,lexical
rear@n,rear,n,2,lexical
rear@v,rear,v,1,lexical
reason@adj,reason,adj,1,lexical
reason@adv,reason,adv,1,non-lexical
reason@n,reason,n,26,lexical
rebecca@n:prop,rebecca,n:prop,62,non-lexical
reborn@adj,reborn,adj,1,lexical
recall@part,recall,part,1,lexical
recall@v,recall,v,1,lexical
receive@n,receive,n,5,lexical
receive@part,receive,part,1,lexical
receive@v,receive,v,4,lexical
recent@adj,recent,adj,2,lexical
recent@adv,recent,adv,5,lexical
reception@n,reception,n,8,lexical
recipe@n,recipe,n,6,lexical
recite@n:gerund,recite,n:gerund,1,lexical
recite@part,recite,part,1,lexical
recite@v,recite,v,3,lexical
reckon@v,reckon,v,2,lexical
recline@part,recline,part,2,lexical
recognize@part,recognize,part,2,lexical
recognize@v,recognize,v,17,lexical
recoil@v,recoil,v,2,lexical
recommend@v,recommend,v,1,lexical
record@n,record,n,2,lexical
recover@part,recover,part,3,lexical
recover@v,recover,v,2,lexical
recovery@n,recovery,n,1,lexical
rectangle@n,rectangle,n,1,lexical
rectangular@adj,rectangular,adj,1,lexical
recycle@n:gerund,recycle,n:gerund,2,lexical
recycle@part,recycle,part,1,lexical
red@adj,red,adj,104,lexical
red@n,red,n,91,lexical
redfin@n,redfin,n,2,lexical
reed@n,reed,n,3,lexical
reef@n,reef,n,1,lexical
reel@n,reel,n,1,lexical
ref@n,ref,n,1,lexical
refer@n,refer,n,1,lexical
refine@part,refine,part,1,lexical
reflect@v,reflect,v,1,lexical
reflection@n,reflection,n,9,lexical
refresh@n,refresh,n,1,lexical
refresh@part,refresh,part,2,lexical
refrigerator@n,refrigerator,n,1,lexical
refuse@n,refuse,n,1,lexical
refuse@part,refuse,part,3,lexical
refuse@v,refuse,v,13,lexical
regal@adj,regal,adj,2,lexical
regard@n,regard,n,1,lexical
regard@v,regard,v,1,lexical
regardless@adv,regardless,adv,1,lexical
reggie_clover@n:prop,reggie_clover,n:prop,3,non-lexical
regime@n,regime,n,1,lexical
register@n,register,n,4,lexical
regret@adv,regret,adv,1,non-lexical
regret@v,regret,v,2,lexical
regular@adj,regular,adj,1,lexical
regular@adv,regular,adv,3,non-lexical
regulate@n,regulate,n,1,lexical
reign@n,reign,n,1,lexical
